Litterbag datasheet - fine - serial incubations -ALL RAW DATA,,,,,,,,,,,,,,
Bag ID,Rhodo/Acer,Starting dry mass (g),Starting AFDM,Final dry mass (g),Final AFDM,%AFDM rem,Tin Mass (g),Tin + DM (g),Tin + Ash (g),Date deployed,Date Collected,Site,Notes,
F0133,R,1.53,1.462198883,1.0819,1.0172,69.5665,3.6447,4.7266,3.7094,5/9/2018,7/5/2018,WS36,,
F0134,R,1.5,1.433528317,1.114,1.0516,73.3575,3.6523,4.7663,3.7147,5/9/2018,7/5/2018,WS36,,
F0135,R,1.43,1.366630329,1.1008,1.028,75.2215,3.676,4.7768,3.7488,5/9/2018,7/5/2018,WS36,,
F0136,R,1.47,1.404857751,1.1601,1.0826,77.0612,3.6176,4.7777,3.6951,5/9/2018,7/5/2018,WS36,,
F0137,R,1.53,1.462198883,1.2365,1.1481,78.5187,3.6186,4.8551,3.707,5/9/2018,7/5/2018,WS14,,
F0138,R,1.56,1.49086945,1.2122,1.1272,75.6069,3.6584,4.8706,3.7434,5/9/2018,7/5/2018,WS14,,
F0139,R,1.41,1.347516618,1.0476,0.9529,70.7153,3.6217,4.6693,3.7164,5/9/2018,7/5/2018,WS14,,
F0140,R,1.41,1.347516618,1.1529,1.0851,80.5259,3.5372,4.6901,3.605,5/9/2018,7/5/2018,WS14,,
F0141,R,1.51,1.443085172,1.2776,1.1984,83.0443,3.5269,4.8045,3.6061,5/9/2018,7/5/2018,WS32,,
F0142,R,1.46,1.395300895,1.262,1.1893,85.2361,3.632,4.894,3.7047,5/9/2018,7/5/2018,WS32,,
F0143,R,1.55,1.481312594,1.3763,1.3077,88.2798,3.5331,4.9094,3.6017,5/9/2018,7/5/2018,WS32,,
F0144,R,1.41,1.347516618,1.206,1.1372,84.3923,3.6345,4.8405,3.7033,5/9/2018,7/5/2018,WS32,,
F0145,A,1.49,1.419258978,0.7382,0.6318,44.5162,3.5569,4.2951,3.6633,5/9/2018,7/5/2018,WS36,hole in bag,
F0146,A,1.43,1.36210761,0.721,0.6078,44.6220,3.6863,4.4073,3.7995,5/9/2018,7/5/2018,WS36,,
F0147,A,1.52,1.447834663,0.6684,0.5863,40.4950,3.6548,4.3232,3.7369,5/9/2018,7/5/2018,WS36,,
F0148,A,1.47,1.400208522,0.6383,0.5718,40.8368,3.6219,4.2602,3.6884,5/9/2018,7/5/2018,WS36,,
F0149,A,1.53,1.457359891,0.7996,0.6626,45.4658,3.6392,4.4388,3.7762,5/9/2018,7/5/2018,WS07,,
F0150,A,1.52,1.447834663,0.6914,0.6005,41.4757,3.6058,4.2972,3.6967,5/9/2018,7/5/2018,WS07,,
F0151,A,1.49,1.419258978,0.753,0.5969,42.0572,3.6114,4.3644,3.7675,5/9/2018,7/5/2018,WS07,,
F0152,A,1.45,1.381158066,0.843,0.6515,47.1706,3.5427,4.3857,3.7342,5/9/2018,7/5/2018,WS07,,
F0153,A,1.46,1.390683294,0.7214,0.6177,44.4170,3.6552,4.3766,3.7589,5/9/2018,7/5/2018,WS31,,
F0154,A,1.46,1.390683294,0.8147,0.7045,50.6586,3.5358,4.3505,3.646,5/9/2018,7/5/2018,WS31,,
F0155,A,1.55,1.476410347,0.8575,0.7608,51.5304,3.5311,4.3886,3.6278,5/9/2018,7/5/2018,WS31,,
F0156,A,1.51,1.438309435,0.8173,0.7216,50.1700,3.6313,4.4486,3.727,5/9/2018,7/5/2018,WS31,,
F0157,A,1.42,1.352582382,0.7037,0.6241,46.1414,3.5274,4.2311,3.607,5/9/2018,7/5/2018,WS32,,
F0158,A,1.46,1.390683294,0.743,0.6591,47.3940,3.6557,4.3987,3.7396,5/9/2018,7/5/2018,WS32,,
F0159,A,1.45,1.381158066,0.7365,0.6514,47.1633,3.535,4.2715,3.6201,5/9/2018,7/5/2018,WS32,,
F0160,A,1.5,1.428784206,0.857,0.7768,54.3679,3.6322,4.4892,3.7124,5/9/2018,7/5/2018,WS32,,
F0161,A,1.57,1.495460803,0.608,0.4591,30.6996,3.6251,4.2331,3.774,5/9/2018,7/5/2018,WS01,,
F0162,A,1.56,1.485935575,0.7426,0.6372,42.8821,3.618,4.3606,3.7234,5/9/2018,7/5/2018,WS01,,
F0163,A,1.54,1.466885119,0.7603,0.5962,40.6439,3.6024,4.3627,3.7665,5/9/2018,7/5/2018,WS01,,
F0164,A,1.43,1.36210761,0.5874,0.489,35.9002,3.661,4.2484,3.7594,5/9/2018,7/5/2018,WS01,,
F0165,A,1.53,1.457359891,0.649,0.5697,39.0912,3.5753,4.2243,3.6546,5/9/2018,7/5/2018,WS08,,
F0166,A,1.47,1.400208522,0.5683,0.4696,33.5379,3.5263,4.0946,3.625,5/9/2018,7/5/2018,WS08,,
F0167,A,1.52,1.447834663,0.5479,0.4354,30.0725,3.5175,4.0654,3.63,5/9/2018,7/5/2018,WS08,,
F0168,A,1.51,1.438309435,0.5277,0.3558,24.7374,3.5185,4.0462,3.6904,5/9/2018,7/5/2018,WS08,hole in bag,
F0169,A,1.44,1.371632838,0.7067,0.6109,44.5382,3.5372,4.2439,3.633,5/9/2018,7/5/2018,WS02,,
F0170,A,1.54,1.466885119,0.7798,0.6621,45.1365,3.5396,4.3194,3.6573,5/9/2018,7/5/2018,WS02,,
F0171,A,1.5,1.428784206,0.7528,0.65,45.4932,3.6478,4.4006,3.7506,5/9/2018,7/5/2018,WS02,,
F0172,A,1.51,1.438309435,0.7913,0.6289,43.7249,3.5552,4.3465,3.7176,5/9/2018,7/5/2018,WS02,,
F0173,A,1.53,1.457359891,0.7511,0.6246,42.8583,3.663,4.4141,3.7895,5/9/2018,7/5/2018,WS13,,
F0174,A,1.49,1.419258978,0.7301,0.581,40.9369,3.5294,4.2595,3.6785,5/9/2018,7/5/2018,WS13,,
F0175,A,1.49,1.419258978,0.7904,0.6622,46.6582,3.6433,4.4337,3.7715,5/9/2018,7/5/2018,WS13,,
F0176,A,1.44,1.371632838,0.788,0.6578,47.9574,3.6723,4.4603,3.8025,5/9/2018,7/5/2018,WS13,,
F0177,A,1.48,1.40973375,0.5887,0.5108,36.2338,3.6648,4.2535,3.7427,5/9/2018,7/5/2018,WS27,,
F0178,A,1.52,1.447834663,0.8198,0.7441,51.3940,3.6103,4.4301,3.686,5/9/2018,7/5/2018,WS27,,
F0179,A,1.46,1.390683294,0.7677,0.6803,48.9184,3.6643,4.432,3.7517,5/9/2018,7/5/2018,WS27,,
F0180,A,1.49,1.419258978,0.7157,0.654,46.0804,3.6816,4.3973,3.7433,5/9/2018,7/5/2018,WS27,,
F0181,A,1.51,1.438309435,0.7929,0.6765,47.0344,3.5382,4.3311,3.6546,5/9/2018,7/5/2018,WS18,,
F0182,A,1.54,1.466885119,0.7847,0.6799,46.3499,3.5544,4.3391,3.6592,5/9/2018,7/5/2018,WS18,,
F0183,A,1.51,1.438309435,0.7367,0.6386,44.3993,3.5507,4.2874,3.6488,5/9/2018,7/5/2018,WS18,,
F0184,A,1.52,1.447834663,0.7709,0.6424,44.3697,3.6182,4.3891,3.7467,5/9/2018,7/5/2018,WS18,,
F0185,A,1.42,1.352582382,0.6328,0.5251,38.8220,3.5205,4.1533,3.6282,5/9/2018,7/5/2018,WS14,,
F0186,A,1.53,1.457359891,0.6112,0.509,34.9262,3.6142,4.2254,3.7164,5/9/2018,7/5/2018,WS14,,
F0187,A,1.5,1.428784206,0.6798,0.5901,41.3008,3.5302,4.21,3.6199,5/9/2018,7/5/2018,WS14,,
F0188,A,1.47,1.400208522,0.5768,0.4633,33.0879,3.5452,4.122,3.6587,5/9/2018,7/5/2018,WS14,,
F0189,A,1.57,1.495460803,0.7057,0.5935,39.6868,3.6369,4.3426,3.7491,5/9/2018,7/5/2018,WS06,,
F0190,A,1.52,1.447834663,0.9556,0.6706,46.3174,3.6252,4.5808,3.9102,5/9/2018,7/5/2018,WS06,,
F0191,A,1.42,1.352582382,0.958,0.6271,46.3632,3.5288,4.4868,3.8597,5/9/2018,7/5/2018,WS06,,
F0192,A,1.59,1.514511259,0.7966,0.6661,43.9812,3.6637,4.4603,3.7942,5/9/2018,7/5/2018,WS06,,
F0193,R,1.41,1.347516618,0.8676,0.8072,59.9028,3.61,4.4776,3.6704,6/5/2018,8/3/2018,WS07,,
F0194,R,1.5,1.433528317,0.9772,0.9148,63.8146,3.6413,4.6185,3.7037,6/5/2018,8/3/2018,WS07,,
F0195,R,1.41,1.347516618,0.9291,0.8707,64.6152,3.5652,4.4943,3.6236,6/5/2018,8/3/2018,WS07,,
F0196,R,1.56,1.49086945,1.1129,1.0459,70.1537,3.6514,4.7643,3.7184,6/5/2018,8/3/2018,WS07,,
F0197,R,1.59,1.519540016,1.2067,1.1575,76.1744,3.5322,4.7389,3.5814,6/5/2018,8/3/2018,WS31,,
F0198,R,1.61,1.538653727,1.2808,1.181,76.7554,3.6229,4.9037,3.7227,6/5/2018,8/3/2018,WS31,,
F0199,R,1.47,1.404857751,1.1182,1.0629,75.6589,3.5059,4.6241,3.5612,6/5/2018,8/3/2018,WS31,,
F0200,R,1.53,1.462198883,1.167,1.1069,75.7011,3.6197,4.7867,3.6798,6/5/2018,8/3/2018,WS31,,
F0201,R,1.48,1.414414606,0.9917,0.9401,66.4657,3.5631,4.5548,3.6147,6/5/2018,8/3/2018,WS36,,
F0202,R,1.59,1.519540016,1.1433,1.0867,71.5151,3.6438,4.7871,3.7004,6/5/2018,8/3/2018,WS36,,
F0203,R,1.52,1.452642028,1.0772,1.0279,70.7607,3.6136,4.6908,3.6629,6/5/2018,8/3/2018,WS36,,
F0204,R,1.59,1.519540016,1.0831,1.039,68.3760,3.5658,4.6489,3.6099,6/5/2018,8/3/2018,WS36,,
F0205,R,1.57,1.500426305,1.1852,1.1296,75.2853,3.5365,4.7217,3.5921,6/5/2018,8/3/2018,WS32,,
F0206,R,1.59,1.519540016,1.1851,1.133,74.5620,3.5164,4.7015,3.5685,6/5/2018,8/3/2018,WS32,,
F0207,R,1.46,1.395300895,1.0817,1.0282,73.6902,3.6191,4.7008,3.6726,6/5/2018,8/3/2018,WS32,,
F0208,R,1.53,1.462198883,1.1248,1.0568,72.2747,3.5402,4.665,3.6082,6/5/2018,8/3/2018,WS32,,
F0209,R,1.47,1.404857751,0.9465,0.8865,63.1025,3.5535,4.5,3.6135,6/5/2018,8/3/2018,WS02,,
F0210,R,1.46,1.395300895,1.0713,1.0071,72.1780,3.635,4.7063,3.6992,6/5/2018,8/3/2018,WS02,,
F0211,R,1.45,1.38574404,1.0472,0.9831,70.9438,3.5125,4.5597,3.5766,6/5/2018,8/3/2018,WS02,,
F0212,R,1.51,1.443085172,1.1668,1.1053,76.5928,3.6146,4.7814,3.6761,6/5/2018,8/3/2018,WS02,,
F0213,R,1.51,1.443085172,1.0964,0.9941,68.8871,3.6381,4.7345,3.7404,6/5/2018,8/3/2018,WS01,,
F0214,R,1.47,1.404857751,0.9946,0.9018,64.1916,3.6512,4.6458,3.744,6/5/2018,8/3/2018,WS01,,
F0215,R,1.61,1.538653727,1.1825,1.1097,72.1215,3.6581,4.8406,3.7309,6/5/2018,8/3/2018,WS01,,
F0216,R,1.54,1.471755739,0.9607,0.9046,61.4640,3.6637,4.6244,3.7198,6/5/2018,8/3/2018,WS01,,
F0217,R,1.57,1.500426305,0.7456,0.7088,47.2399,3.5462,4.2918,3.583,6/5/2018,8/3/2018,WS08,,
F0218,R,1.5,1.433528317,0.7191,0.6602,46.0542,3.5364,4.2555,3.5953,6/5/2018,8/3/2018,WS08,,
F0219,R,1.53,1.462198883,0.3461,0.3323,22.7260,3.5618,3.9079,3.5756,6/5/2018,8/3/2018,WS08,,
F0220,R,1.55,1.481312594,0.2647,0.255,17.2145,3.6506,3.9153,3.6603,6/5/2018,8/3/2018,WS08,,
F0221,R,1.49,1.423971461,1.1496,1.0717,75.2613,3.5511,4.7007,3.629,6/5/2018,8/3/2018,WS13,,
F0222,R,1.43,1.366630329,0.9563,0.9118,66.7188,3.5395,4.4958,3.584,6/5/2018,8/3/2018,WS13,,
F0223,R,1.6,1.529096871,1.1312,1.0544,68.9557,3.5466,4.6778,3.6234,6/5/2018,8/3/2018,WS13,,
F0224,R,1.45,1.38574404,1.0403,0.9703,70.0201,3.5314,4.5717,3.6014,6/5/2018,8/3/2018,WS13,,
F0225,R,1.54,1.471755739,1.0817,1.0168,69.0876,3.5603,4.642,3.6252,6/5/2018,8/3/2018,WS27,,
F0226,R,1.52,1.452642028,1.1208,1.0733,73.8861,3.6509,4.7717,3.6984,6/5/2018,8/3/2018,WS27,,
F0227,R,1.47,1.404857751,0.9696,0.9256,65.8857,3.5555,4.5251,3.5995,6/5/2018,8/3/2018,WS27,,
F0228,R,1.45,1.38574404,1.0628,0.9856,71.1242,3.6553,4.7181,3.7325,6/5/2018,8/3/2018,WS27,,
F0229,R,1.43,1.366630329,1.0822,0.9966,72.9239,3.6588,4.741,3.7444,6/5/2018,8/3/2018,WS18,,
F0230,R,1.46,1.395300895,0.976,0.9272,66.4516,3.5296,4.5056,3.5784,6/5/2018,8/3/2018,WS18,,
F0231,R,1.47,1.404857751,1.0367,0.98,69.7580,3.5298,4.5665,3.5865,6/5/2018,8/3/2018,WS18,,
F0232,R,1.49,1.423971461,1.0587,1.0118,71.0548,3.5196,4.5783,3.5665,6/5/2018,8/3/2018,WS18,,
F0233,R,1.53,1.462198883,1.0065,0.9227,63.1036,3.5345,4.541,3.6183,6/5/2018,8/3/2018,WS14,,
F0234,R,1.52,1.452642028,1.1525,1.0934,75.2697,3.5553,4.7078,3.6144,6/5/2018,8/3/2018,WS14,,
F0235,R,1.54,1.471755739,1.0682,1.0174,69.1283,3.5564,4.6246,3.6072,6/5/2018,8/3/2018,WS14,,
F0236,R,1.6,1.529096871,1.1037,1.0424,68.1710,3.5212,4.6249,3.5825,6/5/2018,8/3/2018,WS14,,
F0237,R,1.53,1.462198883,1.0565,1.0014,68.4859,3.5221,4.5786,3.5772,6/5/2018,8/3/2018,WS06,,
F0238,R,1.55,1.481312594,1.0982,1.0172,68.6688,3.5322,4.6304,3.6132,6/5/2018,8/3/2018,WS06,,
F0239,R,1.6,1.529096871,1.1692,1.1032,72.1472,3.6325,4.8017,3.6985,6/5/2018,8/3/2018,WS06,,
F0240,R,1.41,1.347516618,1.0277,0.961,71.3164,3.639,4.6667,3.7057,6/5/2018,8/3/2018,WS06,,
F0241,A,1.53,1.457359891,0.6363,0.553,37.9453,3.5451,4.1814,3.6284,6/5/2018,8/3/2018,WS18,,
F0242,A,1.47,1.400208522,0.6744,0.5584,39.8798,3.5191,4.1935,3.6351,6/5/2018,8/3/2018,WS18,,
F0243,A,1.56,1.485935575,0.7814,0.6643,44.7058,3.5371,4.3185,3.6542,6/5/2018,8/3/2018,WS18,,
F0244,A,1.57,1.495460803,0.7613,0.6173,41.2782,3.5479,4.3092,3.6919,6/5/2018,8/3/2018,WS18,,
F0245,A,1.58,1.504986031,0.6242,0.496,32.9571,3.6192,4.2434,3.7474,6/5/2018,8/3/2018,WS14,,
F0246,A,1.4,1.333531926,0.5994,0.4627,34.6973,3.6323,4.2317,3.769,6/5/2018,8/3/2018,WS14,,
F0247,A,1.59,1.514511259,0.6659,0.5875,38.7914,3.6066,4.2725,3.685,6/5/2018,8/3/2018,WS14,,
F0248,A,1.44,1.371632838,0.5695,0.5009,36.5185,3.5127,4.0822,3.5813,6/5/2018,8/3/2018,WS14,,
F0249,A,1.52,1.447834663,0.6161,0.5536,38.2364,3.517,4.1331,3.5795,6/5/2018,8/3/2018,WS27,,
F0250,A,1.5,1.428784206,0.6798,0.6286,43.9954,3.5467,4.2265,3.5979,6/5/2018,8/3/2018,WS27,,
F0251,A,1.6,1.524036487,0.843,0.6763,44.3756,3.5257,4.3687,3.6924,6/5/2018,8/3/2018,WS27,,
F0252,A,1.47,1.400208522,0.6551,0.5874,41.9509,3.5315,4.1866,3.5992,6/5/2018,8/3/2018,WS27,,
F0253,A,1.45,1.381158066,0.7027,0.5968,43.2101,3.5096,4.2123,3.6155,6/5/2018,8/3/2018,WS06,,
F0254,A,1.52,1.447834663,0.6978,0.6031,41.6553,3.5314,4.2292,3.6261,6/5/2018,8/3/2018,WS06,,
F0255,A,1.45,1.381158066,0.5716,0.4707,34.0801,3.6655,4.2371,3.7664,6/5/2018,8/3/2018,WS06,,
F0256,A,1.54,1.466885119,0.5042,0.4325,29.4842,3.6438,4.148,3.7155,6/5/2018,8/3/2018,WS06,hole in bag but leaves still there,
F0257,A,1.54,1.466885119,0.7504,0.6674,45.4978,3.6403,4.3907,3.7233,6/5/2018,8/3/2018,WS13,,
F0258,A,1.49,1.419258978,0.7529,0.6796,47.8841,3.6123,4.3652,3.6856,6/5/2018,8/3/2018,WS13,,
F0259,A,1.59,1.514511259,0.6048,0.5111,33.7469,3.681,4.2858,3.7747,6/5/2018,8/3/2018,WS13,,
F0260,A,1.45,1.381158066,0.6654,0.5851,42.3630,3.6652,4.3306,3.7455,6/5/2018,8/3/2018,WS13,,
F0261,A,1.5,1.428784206,0.3848,0.345,24.1464,3.5435,3.9283,3.5833,6/5/2018,8/3/2018,WS08,,
F0262,A,1.48,1.40973375,0.3593,0.3303,23.4300,3.6483,4.0076,3.6773,6/5/2018,8/3/2018,WS08,,
F0263,A,1.57,1.495460803,0.4955,0.4476,29.9306,3.5564,4.0519,3.6043,6/5/2018,8/3/2018,WS08,,
F0264,A,1.48,1.40973375,0.1576,0.1268,8.9946,3.6254,3.783,3.6562,6/5/2018,8/3/2018,WS08,,
F0265,A,1.58,1.504986031,0.6833,0.5649,37.5352,3.5171,4.2004,3.6355,6/5/2018,8/3/2018,WS01,,
F0266,A,1.41,1.343057154,0.4458,0.3673,27.3481,3.617,4.0628,3.6955,6/5/2018,8/3/2018,WS01,,
F0267,A,1.48,1.40973375,0.6001,0.4856,34.4462,3.5172,4.1173,3.6317,6/5/2018,8/3/2018,WS01,,
F0268,A,1.41,1.343057154,0.528,0.4267,31.7708,3.687,4.215,3.7883,6/5/2018,8/3/2018,WS01,,
F0269,A,1.57,1.495460803,0.6916,0.5943,39.7403,3.5335,4.2251,3.6308,6/5/2018,8/3/2018,WS02,,
F0270,A,1.52,1.447834663,0.4719,0.3929,27.1371,3.5579,4.0298,3.6369,6/5/2018,8/3/2018,WS02,,
F0271,A,1.45,1.381158066,0.6649,0.5404,39.1266,3.5282,4.1931,3.6527,6/5/2018,8/3/2018,WS02,,
F0272,A,1.49,1.419258978,0.689,0.6118,43.1070,3.5396,4.2286,3.6168,6/5/2018,8/3/2018,WS02,,
F0273,A,1.44,1.371632838,0.6958,0.6142,44.7787,3.5164,4.2122,3.598,6/5/2018,8/3/2018,WS32,,
F0274,A,1.54,1.466885119,0.7879,0.7211,49.1586,3.5338,4.3217,3.6006,6/5/2018,8/3/2018,WS32,,
F0275,A,1.43,1.36210761,0.6872,0.6148,45.1359,3.5035,4.1907,3.5759,6/5/2018,8/3/2018,WS32,,
F0276,A,1.44,1.371632838,0.6901,0.6213,45.2964,3.6643,4.3544,3.7331,6/5/2018,8/3/2018,WS32,,
F0277,A,1.4,1.333531926,0.4297,0.3576,26.8160,3.6519,4.0816,3.724,6/5/2018,8/3/2018,WS07,,
F0278,A,1.54,1.466885119,0.6169,0.5449,37.1467,3.6224,4.2393,3.6944,6/5/2018,8/3/2018,WS07,,
F0279,A,1.6,1.524036487,0.7668,0.6707,44.0081,3.5443,4.3111,3.6404,6/5/2018,8/3/2018,WS07,,
F0280,A,1.55,1.476410347,0.7159,0.6042,40.9236,3.5195,4.2354,3.6312,6/5/2018,8/3/2018,WS07,,
F0281,A,1.4,1.333531926,0.6818,0.6279,47.0855,3.5369,4.2187,3.5908,6/5/2018,8/3/2018,WS31,,
F0282,A,1.57,1.495460803,0.7923,0.6923,46.2934,3.5566,4.3489,3.6566,6/5/2018,8/3/2018,WS31,,
F0283,A,1.51,1.438309435,0.7504,0.6898,47.9591,3.6973,4.4477,3.7579,6/5/2018,8/3/2018,WS31,,
F0284,A,1.49,1.419258978,0.7292,0.6701,47.2148,3.6544,4.3836,3.7135,6/5/2018,8/3/2018,WS31,,
F0285,A,1.56,1.485935575,0.679,0.6035,40.6141,3.5419,4.2209,3.6174,6/5/2018,8/3/2018,WS36,,
F0286,A,1.59,1.514511259,0.4719,0.4326,28.5637,3.5203,3.9922,3.5596,6/5/2018,8/3/2018,WS36,,
F0287,A,1.57,1.495460803,0.6252,0.5559,37.1725,3.5282,4.1534,3.5975,6/5/2018,8/3/2018,WS36,,
F0288,A,1.6,1.524036487,0.5544,0.4826,31.6659,3.5566,4.111,3.6284,6/5/2018,8/3/2018,WS36,,
F0289,R,1.54,1.471755739,1.0896,0.9782,66.46483342,3.6158,4.7054,3.7272,7/5/2018,8/31/2018,WS13,,
F0290,R,1.51,1.443085172,1.1384,1.0568,73.23199076,3.5329,4.6713,3.6145,7/5/2018,8/31/2018,WS13,,
F0291,R,1.54,1.471755739,1.1053,1.0269,69.77380642,3.6475,4.7528,3.7259,7/5/2018,8/31/2018,WS13,,
F0292,R,1.43,1.366630329,1.0804,1.0269,75.14102229,3.5451,4.6255,3.5986,7/5/2018,8/31/2018,WS13,,
F0293,R,1.48,1.414414606,0.7139,0.6703,47.39063052,3.517,4.2309,3.5606,7/5/2018,8/31/2018,WS08,,
F0294,R,1.49,1.423971461,0.6689,0.6294,44.20032403,3.5163,4.1852,3.5558,7/5/2018,8/31/2018,WS08,hole,
F0295,R,1.51,1.443085172,0.8354,0.7502,51.98584355,3.5191,4.3545,3.6043,7/5/2018,8/31/2018,WS08,,
F0296,R,1.45,1.38574404,0.6953,0.6362,45.91035442,3.6456,4.3409,3.7047,7/5/2018,8/31/2018,WS08,hole,
F0297,R,1.51,1.443085172,0.9857,0.9265,64.20272468,3.5435,4.5292,3.6027,7/5/2018,8/31/2018,WS18,,
F0298,R,1.43,1.366630329,1.012,0.9619,70.38479827,3.5318,4.5438,3.5819,7/5/2018,8/31/2018,WS18,,
F0299,R,1.5,1.433528317,1.0074,0.9459,65.98404712,3.6628,4.6702,3.7243,7/5/2018,8/31/2018,WS18,,
F0300,R,1.42,1.357073473,0.9986,0.9447,69.61303265,3.5431,4.5417,3.597,7/5/2018,8/31/2018,WS18,,
F0301,R,1.57,1.500426305,1.1462,1.0744,71.60631591,3.606,4.7522,3.6778,7/5/2018,8/31/2018,WS06,,
F0302,R,1.55,1.481312594,1.1254,1.0491,70.82232367,3.6725,4.7979,3.7488,7/5/2018,8/31/2018,WS06,,
F0303,R,1.56,1.49086945,1.1169,1.0353,69.44270005,3.675,4.7919,3.7566,7/5/2018,8/31/2018,WS06,,
F0304,R,1.6,1.529096871,1.1478,1.0716,70.08058287,3.5369,4.6847,3.6131,7/5/2018,8/31/2018,WS06,,
F0305,R,1.46,1.395300895,1.0178,0.9711,69.59789128,3.6594,4.6772,3.7061,7/5/2018,8/31/2018,WS27,,
F0306,R,1.5,1.433528317,1.0553,1.0086,70.35787073,3.6306,4.6859,3.6773,7/5/2018,8/31/2018,WS27,,
F0307,R,1.45,1.38574404,1.0693,1.0127,73.07987414,3.5323,4.6016,3.5889,7/5/2018,8/31/2018,WS27,,
F0308,R,1.45,1.38574404,1.067,1.0089,72.80565322,3.5196,4.5866,3.5777,7/5/2018,8/31/2018,WS27,,
F0309,R,1.53,1.462198883,1.0955,1.025,70.09990308,3.5519,4.6474,3.6224,7/5/2018,8/31/2018,WS01,,
F0310,R,1.52,1.452642028,1.1487,1.0686,73.56251434,3.6323,4.781,3.7124,7/5/2018,8/31/2018,WS01,,
F0311,R,1.51,1.443085172,1.0715,1.0006,69.33755673,3.6491,4.7206,3.72,7/5/2018,8/31/2018,WS01,,
F0312,R,1.59,1.519540016,1.0897,0.9945,65.44743736,3.6428,4.7325,3.738,7/5/2018,8/31/2018,WS01,,
F0313,R,1.55,1.481312594,0.9577,0.9043,61.04720932,3.5198,4.4775,3.5732,7/5/2018,8/31/2018,WS14,,
F0314,R,1.6,1.529096871,1.146,1.0834,70.85228021,3.5522,4.6982,3.6148,7/5/2018,8/31/2018,WS14,,
F0315,R,1.55,1.481312594,1.0723,1.0231,69.06712358,3.6388,4.7111,3.688,7/5/2018,8/31/2018,WS14,,
F0316,R,1.53,1.462198883,1.0202,0.9566,65.42201687,3.5229,4.5431,3.5865,7/5/2018,8/31/2018,WS14,,
F0317,R,1.41,1.347516618,1.0669,0.9968,73.97311371,3.68,4.7469,3.7501,7/5/2018,8/31/2018,WS02,,
F0318,R,1.46,1.395300895,1.0627,1.0061,72.1063108,3.5481,4.6108,3.6047,7/5/2018,8/31/2018,WS02,,
F0319,R,1.44,1.376187184,1.1539,1.0849,78.83375259,3.6635,4.8174,3.7325,7/5/2018,8/31/2018,WS02,,
F0320,R,1.41,1.347516618,0.9881,0.939,69.68374175,3.6743,4.6624,3.7234,7/5/2018,8/31/2018,WS02,,
F0321,R,1.49,1.423971461,1.1697,1.0747,75.47201816,3.5266,4.6963,3.6216,7/5/2018,8/31/2018,WS31,,
F0322,R,1.53,1.462198883,1.1764,1.116,76.32340667,3.6314,4.8078,3.6918,7/5/2018,8/31/2018,WS31,,
F0323,R,1.43,1.366630329,1.0385,0.9936,72.70437214,3.534,4.5725,3.5789,7/5/2018,8/31/2018,WS31,,
F0324,R,1.41,1.347516618,1.1203,1.0669,79.1752759,3.5348,4.6551,3.5882,7/5/2018,8/31/2018,WS31,,
F0325,R,1.55,1.481312594,1.2415,1.1766,79.42955489,3.5567,4.7982,3.6216,7/5/2018,8/31/2018,WS32,,
F0326,R,1.59,1.519540016,1.1916,1.117,73.50908751,3.6225,4.8141,3.6971,7/5/2018,8/31/2018,WS32,,
F0327,R,1.51,1.443085172,1.2028,1.109,76.84924087,3.5341,4.7369,3.6279,7/5/2018,8/31/2018,WS32,,
F0328,R,1.56,1.49086945,1.2621,1.1714,78.57160131,3.5439,4.806,3.6346,7/5/2018,8/31/2018,WS32,,
F0329,R,1.49,1.423971461,0.7573,0.7096,49.83245937,3.6953,4.4526,3.743,7/5/2018,8/31/2018,WS07,,
F0330,R,1.59,1.519540016,1.0379,0.9705,63.86801202,3.5304,4.5683,3.5978,7/5/2018,8/31/2018,WS07,,
F0331,R,1.59,1.519540016,1.0706,0.988,65.01967633,3.5562,4.6268,3.6388,7/5/2018,8/31/2018,WS07,,
F0332,R,1.54,1.471755739,0.8358,0.7689,52.24372359,3.635,4.4708,3.7019,7/5/2018,8/31/2018,WS07,,
F0333,R,1.46,1.395300895,0.8703,0.8205,58.80452044,3.6643,4.5346,3.7141,7/5/2018,8/31/2018,WS36,,
F0334,R,1.52,1.452642028,1.1196,1.0587,72.88099751,3.5576,4.6772,3.6185,7/5/2018,8/31/2018,WS36,,
F0335,R,1.54,1.471755739,1.0419,0.9669,65.69704297,3.6426,4.6845,3.7176,7/5/2018,8/31/2018,WS36,,
F0336,R,1.41,1.347516618,0.961,0.9156,67.947214,3.5422,4.5032,3.5876,7/5/2018,8/31/2018,WS36,,
F0337,A,1.51,1.438309435,0.6607,0.5814,40.42245612,3.5324,4.1931,3.6117,7/5/2018,8/31/2018,WS36,,
F0338,A,1.54,1.466885119,0.6042,0.5073,34.58348534,3.5287,4.1329,3.6256,7/5/2018,8/31/2018,WS36,,
F0339,A,1.6,1.524036487,0.6812,0.5861,38.45708453,3.5154,4.1966,3.6105,7/5/2018,8/31/2018,WS36,,
F0340,A,1.42,1.352582382,0.4588,0.4128,30.51939796,3.5283,3.9871,3.5743,7/5/2018,8/31/2018,WS36,,
F0341,A,1.43,1.36210761,0.4994,0.3457,25.37978625,3.5024,4.0018,3.6561,7/5/2018,8/31/2018,WS01,,
F0342,A,1.55,1.476410347,0.4377,0.3309,22.41246824,3.6457,4.0834,3.7525,7/5/2018,8/31/2018,WS01,,
